id,name,description,energy,cooktime,ingredient,quantity,unit
18613,Омлет,"Смешать яйца с молоком, взбить венчиком. Добавить соль, соду и специи, перемешать. 

Фольгированную форму (31х21х5 см) смазать сливочным маслом, влить яичную смесь. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. 

Открыть крышку.  На панель гриля поставить форму с омлетом. Закрыть крышку. Готовить 15 минут.",175,00:15,Сода,г,1
18613,Омлет,"Смешать яйца с молоком, взбить венчиком. Добавить соль, соду и специи, перемешать. 

Фольгированную форму (31х21х5 см) смазать сливочным маслом, влить яичную смесь. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. 

Открыть крышку.  На панель гриля поставить форму с омлетом. Закрыть крышку. Готовить 15 минут.",175,00:15,Молоко,мл,500
52455,Пирог рыбный,"1. Лук и  семгу нарезать кубиками по 0,5 см. Лук обжарить на растительном масле, остудить, смешать с семгой, добавить соль и специи. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку чуть меньшего размера, чем панель гриля. На одну часть теста выложить начинку, равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3. Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–16 минут . 

При использовании мультипокрытия: положение №3, время 24 минуты .",229,00:16,Тесто слоеное бездрожжевое,г,400
52455,Пирог рыбный,"1. Лук и  семгу нарезать кубиками по 0,5 см. Лук обжарить на растительном масле, остудить, смешать с семгой, добавить соль и специи. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку чуть меньшего размера, чем панель гриля. На одну часть теста выложить начинку, равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3. Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–16 минут . 

При использовании мультипокрытия: положение №3, время 24 минуты .",229,00:16,Соль,г,0
52455,Пирог рыбный,"1. Лук и  семгу нарезать кубиками по 0,5 см. Лук обжарить на растительном масле, остудить, смешать с семгой, добавить соль и специи. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку чуть меньшего размера, чем панель гриля. На одну часть теста выложить начинку, равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3. Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–16 минут . 

При использовании мультипокрытия: положение №3, время 24 минуты .",229,00:16,Лук репчатый,г,130
52455,Пирог рыбный,"1. Лук и  семгу нарезать кубиками по 0,5 см. Лук обжарить на растительном масле, остудить, смешать с семгой, добавить соль и специи. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку чуть меньшего размера, чем панель гриля. На одну часть теста выложить начинку, равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3. Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–16 минут . 

При использовании мультипокрытия: положение №3, время 24 минуты .",229,00:16,Специи,г,0
52455,Пирог рыбный,"1. Лук и  семгу нарезать кубиками по 0,5 см. Лук обжарить на растительном масле, остудить, смешать с семгой, добавить соль и специи. 

2. Тесто разделить на  2 части. Каждую часть раскатать в  лепешку чуть меньшего размера, чем панель гриля. На одну часть теста выложить начинку, равномерно распределить ее, оставляя пустым 1 см по краям. Сверху накрыть вторым пластом теста, защипнуть края, сделать несколько проколов вилкой. 

3. Включить гриль в  сеть. Закрыть крышку. Установить переключатель в положение № 3. Дождаться включения индикатора готовности к работе. Смазать панель. Выложить пирог. Вокруг пирога выложить скрученную трубочкой фольгу. Закрыть крышку. Готовить 13–16 минут . 

При использовании мультипокрытия: положение №3, время 24 минуты .",229,00:16,Филе семги,г,400
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Соль,г,7
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Сахар,г,50
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Лук репчатый,г,300
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Вода,мл,200
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Специи,г,0
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Перец болгарский,г,300
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Масло оливковое,мл,30
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Баклажан,г,300
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Цукини,г,300
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Помидоры черри,г,150
53437,Овощи жареные,"Перец очистить от семян и нарезать слайсами. Баклажаны и цуккини помыть, высушить и нарезать тонкими кружками, репчатый лук нарезать кольцами. 

Для маринада: в отдельной емкости смешать воду, соль, сахар и уксус. Залить баклажаны маринадом и оставить на 30 минут. 

Смешать оливковое масло, соль и перец. В другую емкость выложить овощи, залить смесью из оливкового масла, хорошо перемешать. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №4. Дождаться загорания красного индикатора. 

Открыть крышку. Выложить болгарский перец (80 г), репчатый лук (70 г), цуккини (85 г), баклажаны (100 г), помидоры черри (60 г). Закрыть крышку. Готовить 6–8 минут. 

Оставшиеся овощи приготовить таким же образом.",36,00:08,Уксус 9%,мл,20
18603,Пельмени,"В фольгированную форму размером  31х21х5 см налить кипяток, добавить сливочное масло, соль, специи, лавровый лист. Добавить пельмени, перемешать. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. 

Открыть крышку. На панель гриля поставить форму с пельменями. Закрыть крышку. Готовить 20 минут.",299,00:18,Масло сливочное,г,20
18603,Пельмени,"В фольгированную форму размером  31х21х5 см налить кипяток, добавить сливочное масло, соль, специи, лавровый лист. Добавить пельмени, перемешать. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. 

Открыть крышку. На панель гриля поставить форму с пельменями. Закрыть крышку. Готовить 20 минут.",299,00:18,Соль,г,0
18603,Пельмени,"В фольгированную форму размером  31х21х5 см налить кипяток, добавить сливочное масло, соль, специи, лавровый лист. Добавить пельмени, перемешать. Накрыть форму листом фольги, подвернуть края. 

Включить гриль в сеть. Закрыть крышку. Установить переключатель в положение №5. Дождаться загорания индикатора. 

Открыть крышку. На панель гриля поставить форму с пельменями. Закрыть крышку. Готовить 20 минут.",299,00:18,Специи,г,0
